firm,q,medium firm,big firm,epsp,profit margin,book/market,short leverage,f1 stock return
BKD,2022q1,1,0,-0.07644250009601908,-0.14755097223451655,-0.7807893650685885,0.06102341597117829,-0.4253164556962026
BKI,2022q1,0,1,0.04048929641350626,0.6520954223081883,-1.301267104602081,0.00563688372875652,-0.16145165427032576
BKNG,2022q1,0,1,-0.007289941094940558,-0.2597402597402597,-3.089135596879767,0.059551465332380274,-0.2006773030359812
BL,2022q1,1,0,-0.002308088395197819,-0.08326125286935693,-3.9220075745413037,0.003010324933296974,-0.4014559180372068
BLIN,2022q1,0,0,0.01775254143074266,0.08404177799368472,0.026422003437266,0.022233217878937818,-0.7209302325581395
BLKB,2022q1,1,0,-0.0033449884738299906,-0.04047463480655248,-1.4845019655711007,0.006891627296717728,-0.2416089852422619
BLMN,2022q1,1,0,0.03848675960912843,0.06620664863419361,-1.9006699864343763,0.0035025766727144907,-0.37988326486122487
BLND,2022q1,1,0,-0.055706711735930545,-1.0081091661540182,-0.5768734491275139,0.0,
BLZE,2022q1,0,0,-0.038376487739738195,-0.6428937916880452,-1.316020439870435,0.10389515480743465,
BMBL,2022q1,1,0,0.0043697678290449335,0.07762820846689615,-0.40232447330209936,0.0006818777036003038,-0.5112847222222222
BNFT,2022q1,0,0,-0.005383218514100608,-0.03719069007758269,,0.022891316976897794,-0.4482269503546099
BOX,2022q1,1,0,-0.001037694734531005,-0.018533516740157952,,0.06166842312082752,-0.016046966731898243
BOXL,2022q1,0,0,-0.06176001367144896,-0.09596268995909334,-0.5036477092314101,0.057302346776030987,-0.717759336099585
BR,2022q1,0,1,0.009712551728823704,0.1151463780400339,-2.3010824457397914,0.0,-0.10279989427071697
BROS,2022q1,0,1,-0.000546760799719274,-0.03251268435027209,-3.746877865071102,0.04600873255806066,
BRZE,2022q1,1,0,-0.0111047763905498,-0.6095777607405515,-2.042298204690872,0.0,
BSQR,2022q1,0,0,-0.025126316835143662,-0.09124537607891492,0.07890457035150211,0.007554655186967164,-0.7358490566037736
BSY,2022q1,0,1,0.004495775968679139,0.20466250721371096,-3.310762111534277,0.006954050957112095,-0.4845649972991685
BTBD,2022q1,0,0,0.0025291337394368753,0.0205721556494217,-0.44751855972573945,0.013348593787273018,
BWMN,2022q1,0,0,0.007043200010319636,0.02777301233297116,-0.7463804862295608,0.062159874976063845,-0.10902527075812272
BYD,2022q1,0,1,0.02251570076272033,0.18928762708497193,-1.540114389094032,0.007090083546385683,-0.18686144847472733
CABO,2022q1,0,1,0.01932594512164571,0.4018409939867737,-1.5222948994379228,0.006193763273376229,-0.3213809321668428
CACI,2022q1,0,1,0.013532084246568448,0.06023876564098032,-0.8677047351439644,0.004656555997499676,0.10449984321103782
CAKE,2022q1,1,0,0.011037112967679518,0.029183202933061193,-1.7760122789315156,0.052643295066602126,-0.5084112114317559
CALX,2022q1,1,0,0.0029362742485322686,0.04389882561584878,-1.5416435688411918,0.0,-0.2812631578947368
CARG,2022q1,1,0,-0.012385677575121188,-0.1441914688068963,-2.3780524127235823,0.013219426837455923,-0.18070911170415563
CASS,2022q1,0,0,0.016337477475876855,0.6520954223081883,-0.8452192702134207,,-0.14688509931774735
CBRL,2022q1,1,0,0.013643727304346502,0.04363417066778002,-1.5183711772139712,0.0,-0.41595308591224234
CBZ,2022q1,1,0,0.02654428643293208,0.14838839789442512,-1.0584526133592997,0.1212513719829246,0.2194079951174854
CCL,2022q1,0,1,-0.09459441767892607,-1.1663585951940851,-0.6631084000933375,0.09669488185281808,-0.6718512898330805
CCO,2022q1,1,0,-0.07104672008225599,-0.17095311287303497,,0.08300535857769069,-0.5946969696969697
CCOI,2022q1,1,0,0.00035754448692341853,0.007621920563097033,,0.03017728964320369,-0.1686208492620889
CCRD,2022q1,0,0,0.03654768574177589,0.3570252017789491,-1.5525331140801573,0.0,-0.2240940877304514
CCRN,2022q1,0,0,0.07514663474661507,0.07858562857852858,-0.8400383321581131,0.006302690646571385,0.2616596002422772
CDAY,2022q1,0,1,-0.0026361068851107165,-0.09341970678486192,-1.5800602584029872,0.0017631900176319003,-0.5091743119266056
CDLX,2022q1,1,0,0.01780857658767706,0.4863679189730303,-0.9581192002674477,0.0050756226348889965,-0.8242338296698968
CDNA,2022q1,1,0,-0.010017334543772446,-0.2474060642691649,-1.4555407293191487,0.0,-0.7652972027972027
CDNS,2022q1,0,1,0.005159646982458749,0.26097124974771724,-2.8048448861732505,0.0,0.09655021195731625
CELC,2022q1,0,0,-0.05687579118926373,,-0.8184164404092711,0.002441227999225071,-0.6208333333333333
CERT,2022q1,1,0,0.000644418593609863,0.02709960638128288,-1.1851293278542618,0.005253393106688272,-0.2424991175432403
CEVA,2022q1,0,0,-0.0017980509423784514,-0.0493152278212323,-1.2214193019184285,0.009398877745940783,-0.29048625792811833
CFLT,2022q1,0,1,-0.010096339566670517,-0.8957340711437383,-2.594143962248631,0.003685003803666104,-0.5107368421052632
CHDN,2022q1,0,1,0.004983663096217454,0.11562757484207635,-3.280215583434614,0.0023049820540682934,-0.03097460252542754
CHE,2022q1,0,1,0.008463336047317633,0.12094830072245918,-2.431184410072175,0.029757451041809463,-0.007773204492421485
CHGG,2022q1,1,0,0.0011736802492461514,0.02839144795395661,-1.8002118837630101,0.0,-0.7740344122247623
CHH,2022q1,0,1,0.008555739065172659,0.261482110915814,-3.2202194441890812,0.1097783601449878,-0.05422686595164801
CHNG,2022q1,0,1,0.0010427508118852598,0.0077054245536776825,-0.7301672806092159,0.0031947662697036344,0.0008680555555555371
CHRA,2022q1,0,0,-0.07222340944217065,-0.18228338707968086,-3.127529566641312,0.0529531441512627,-0.25940594059405936
CHRW,2022q1,0,1,0.01948750012665121,0.03966400589910171,-1.8901436342913263,0.0938984526423357,0.10562052963634333
CHTR,2022q1,0,1,0.013137483271486058,0.09113636363636364,-1.748021670202664,0.031560007780587436,-0.3505717651950933
CHUY,2022q1,0,0,0.010761256575197487,0.05491312222598173,-0.7254465750904286,0.027808748168694736,-0.46537842190016093
CLBS,2022q1,0,0,-0.09669402486495425,,0.7026121195492862,0.0,-0.6707453416149068
CLH,2022q1,0,1,0.007460597153756162,0.03875943132761787,-1.3382127813264053,0.01128887508891061,-0.0587287953618209
CLVT,2022q1,0,1,0.00607007300952531,0.10495318634853519,0.022452898544312764,0.003094658042818722,-0.49654921903378135
CMCSA,2022q1,0,1,0.01691964690519159,0.11447920025798129,-0.7819625423345411,0.007724191276808453,-0.29843170326882823
CMG,2022q1,0,1,0.0035694101970046117,0.07834246208561181,-3.0340742836712047,0.03452823971584862,-0.1567914134963943
CNK,2022q1,1,0,-0.03576316829294466,-0.16069489685124863,-1.9331213550241153,0.05200724479031905,-0.31571753986332574
CNNE,2022q1,1,0,-0.11968603588137564,-1.4790919952210275,0.38580268477882107,0.00727231081970968,-0.42966676496608663
CNSL,2022q1,0,0,-0.17255150704181962,-0.3851897241889183,-0.44242305008516253,0.012070540305408394,-0.20364050056882813
CNTY,2022q1,0,0,0.0006157904594529365,0.002114390463905027,-0.8402922597150444,0.011113729743850394,-0.46388682055100516
CNVY,2022q1,0,0,-0.0024107466069720114,-0.011932828721512181,0.11651746244450499,0.007513087348641731,-0.08611599297012305
COMP,2022q1,1,0,-0.05804252193584932,-0.13457408732999285,-1.3915581604371725,0.06724587315377932,-0.7252663622526637
COUP,2022q1,0,1,-0.012585205644832016,-0.49670457014557834,-2.1444728657776295,0.004509299353402988,-0.782152531379955
COUR,2022q1,1,0,-0.01159052987232345,-0.3177534396718507,-1.510939402569088,0.008512310110005238,-0.6415571374732776
CPHC,2022q1,0,0,0.016322498630215797,0.13007160742080998,-0.5063325492587071,0.0005850601249360889,0.7830759448973973
CPSI,2022q1,0,0,0.016106022142081,0.10418512668387461,-0.7806862035161112,0.0110439897349715,-0.03791754438760151
CRAI,2022q1,0,0,0.018324358487911845,0.07700394926608349,-1.0920052716864672,0.13619694939746788,0.057595565312687266
CRL,2022q1,0,1,0.006488463173007304,0.10178252358771853,-1.701582170463082,0.00037342497557260737,-0.42157763840830453
CRM,2022q1,0,1,-0.00013320849794097722,-0.003822003822003822,-1.285345150343841,0.007205201188963228,-0.3243541982232776
CRNC,2022q1,1,0,-0.0003366543605383396,-0.0055169216504404265,-0.2916967804511955,0.008021605531072342,-0.763564801799269
CRWD,2022q1,0,1,-0.0008011027563191471,-0.09739913227071298,-3.9220075745413037,0.0027139209497286216,-0.3292746010902869
CSGP,2022q1,0,1,0.003394813964404601,0.17315562448504823,-1.5125621258096669,0.004433606136480587,-0.27058681477903884
CSGS,2022q1,1,0,0.0029726847561063093,0.023120272314674735,-1.6024260807700572,0.2112520658557208,0.28899062891058946
CSPI,2022q1,0,0,0.004370371895227573,0.013020615975294216,-0.04433316545289743,0.025209652575731645,-0.13825757570655936
CSTL,2022q1,1,0,-0.021600646112624352,-0.9169894235066289,-1.0539307472594919,0.002697868031726388,-0.7006682121914632
CSV,2022q1,0,0,0.020066678395307826,0.16709283727753385,-1.9184311819947508,0.00245266442382719,0.08332783050862955
CSX,2022q1,0,1,0.010549451386952477,0.25168473483738646,-1.8198570946957358,0.007836448136062494,-0.08359458013382502
CTG,2022q1,0,0,0.014945086252781785,0.025051164767326124,-0.4516861454020303,0.03464289706046719,-0.1147880041365046
CTSH,2022q1,0,1,0.011969800038849511,0.11665975963530874,-1.3682386991668232,0.013307330503613629,-0.012826250674631874
CTXS,2022q1,0,1,0.004754700598356393,0.07297858574305315,-2.947701660385709,0.2509000249909852,-0.16461280947142862
CVEO,2022q1,0,0,0.004233171883456671,0.008510484192228298,0.1131072515628258,0.045859865041138384,0.4533707865168539
CVLG,2022q1,0,0,0.06121942056256614,0.0760224291373013,-0.008901863173307782,0.038374775970390976,0.21991850931424417
CVLT,2022q1,1,0,0.0027018168375001696,0.038786301462983556,-2.4472619925061023,0.005854818155082835,-0.19534348215427916
CWAN,2022q1,1,0,7.998465834766814e-05,0.005623216253638136,-2.864229531851662,0.02105563824657764,
CWST,2022q1,1,0,0.0009298275328010648,0.017903917069397975,-2.337751204537709,0.014496878660658883,0.14583004887277326
CXM,2022q1,1,0,-0.011224110070433025,-0.25278993999970517,-1.7788766134819978,0.0,-0.5089849441476445
CYH,2022q1,1,0,-0.0006376651436462138,-0.0003214400514304082,,0.024765773439035577,-0.7571243523316062
CYN,2022q1,0,0,-0.09654309793406282,,-0.7313512628122218,0.02733574005278809,
CZR,2022q1,0,1,-0.04105142312894741,-0.29668411867364747,-1.460233647522196,0.008227011571763818,-0.6308433734939759
DAL,2022q1,0,1,-0.03705543971900931,-0.10055626872058195,-2.1378569336254025,0.04013668167272333,-0.33032824780397596
DALN,2022q1,0,0,-0.07056795728983814,-0.0728635599526001,0.04538328003358745,0.0,-0.03942492379906453
DASH,2022q1,0,1,-0.004090096235256354,-0.11469780219780219,-2.1721280785799073,0.00454412195836998,-0.6401614983457635
DATS,2022q1,0,0,-0.06555322748988107,-5.448682236983073,-1.0625796543579593,0.003116552379049036,
DBX,2022q1,0,1,0.0089818225210353,0.1417140825035562,,0.07065217391304347,-0.3074892774661828
DCT,2022q1,1,0,-0.00030082341432196457,-0.011502525582977832,-1.378455161928095,0.004959821412198202,-0.6586991496207768
DDD,2022q1,1,0,-0.01252166960922118,-0.2014947256035669,-0.9510043959788025,0.005508564859219296,-0.7573179884913686
DDOG,2022q1,0,1,0.00020480398857508847,0.026824229402528717,-3.7512191778971484,0.00803474870651222,-0.08493466564181403
DENN,2022q1,0,0,0.02474790126250538,0.21196427012714947,,0.04326920681425233,-0.4736203759854457
DGX,2022q1,0,1,0.021714422363938026,0.13596323247797779,-0.9355021265605609,0.01160541586073501,0.026244057538660683
DH,2022q1,1,0,-0.0035924702292632056,-0.17205330779666428,-0.4720688516641905,0.04807846748046437,
DHX,2022q1,0,0,0.004380597085908364,0.03789246810741539,-1.009675866365781,0.010612076928801895,0.4704142011834319
DIN,2022q1,1,0,0.01867833557606038,0.10784513698719311,,0.04403100594561302,-0.256902393976833
DIS,2022q1,0,1,0.0018821224450793726,0.0244168528235233,-0.970051634211852,0.0266679179859029,-0.46293451669795754
DISH,2022q1,0,1,0.02584062828423877,0.09990509442066033,-0.04662174815953475,0.0781631072062377,-0.5710526315789474
DJCO,2022q1,0,0,-0.06456443694038862,-2.5952225436222824,-0.6115311536762683,0.0003845266476966854,-0.23545051698670602
DKNG,2022q1,0,1,,,,,-0.7763082231167338
DLHC,2022q1,0,0,0.029682769181502994,0.06603556610456399,-1.077097332594794,0.011320330619042267,0.30479452054794526
DLPN,2022q1,0,0,-0.019154171041757213,-0.08635399430649565,-0.5151546792564817,0.06332948836337889,-0.6616702355460385
DMRC,2022q1,0,0,-0.038122708549563004,-2.3992713533936043,-1.8750565446584249,0.0,-0.577910447761194
DNB,2022q1,0,1,-0.004143485684351687,-0.0583955223880597,-0.7113453745114636,0.0033173720732053726,-0.29667758540009365
DOCN,2022q1,0,1,-0.002911125788216064,-0.14233430458583018,-2.6776689958440696,0.0,-0.25598129159920857
DOCS,2022q1,0,1,0.0036852972465121173,0.3921497442687367,-2.4285661413078095,0.0006475971824478971,-0.40171821305841926
DOCU,2022q1,0,1,-0.0014291526367775026,-0.052416550166314295,-3.9220075745413037,0.014718653898747278,-0.7947562327860643
DOMO,2022q1,1,0,-0.019930510233155847,-0.4751046533224751,,0.014060321600726115,-0.6560682914759371
DRCT,2022q1,0,0,-0.01086485862578151,-0.05906799156436612,-3.537564231204714,0.02513699504601085,
DRI,2022q1,0,1,0.014894385088496429,0.10086161133570175,-1.9816879619153518,0.0,-0.2011365296625225
DRVN,2022q1,1,0,0.007824256755264374,0.07354539495177474,-0.9641812639512354,0.003907547849981057,-0.10931435963777499
DS,2022q1,0,0,-0.13372924739832856,-0.2749412890319214,-2.7782446009249284,,-0.5861027190332326
DSP,2022q1,0,0,-0.00801213506329975,-0.07487860376738839,-0.36586797408516714,0.00489127777877839,-0.829415715245131
DT,2022q1,0,1,6.902664364999818e-05,0.0036779697923471307,-2.3338377393270617,0.00502654142942026,-0.32488873673399526
DUOL,2022q1,1,0,-0.0033084246824961762,-0.14964294508741688,-1.9537405166432709,0.0,
DV,2022q1,1,0,0.0011184780411805603,0.04734137692172492,-1.6156888141684445,0.007182481207601252,-0.4645725082664147
DVA,2022q1,0,1,0.01488382870661473,0.05753995929094552,-2.369916679760777,0.03422652646659655,-0.3360458357552106
DXC,2022q1,0,1,0.06643841160578615,0.13223552894211577,-0.3948430552708085,0.06395550921098367,-0.22162300975860297
EA,2022q1,0,1,0.006324234368129705,0.1232876712328767,-1.5402791009413666,0.0,-0.14976972585859624
EAT,2022q1,1,0,0.02150532455844567,0.03733170134638923,,0.046160728810802014,-0.6438156831042845
EB,2022q1,1,0,-0.012620459190492294,-0.3254586129753915,-2.170511678283497,0.004308763173231397,-0.4594736842105263
EBAY,2022q1,0,1,-0.03986099993973388,-0.5400724929520742,-1.5621776507024443,0.07637075718015666,-0.3984099248507724
EBET,2022q1,0,0,-0.12372743835680583,-0.6231293892652937,-0.8512019745667991,0.024506982415979095,-0.8860398860398861
EBIX,2022q1,1,0,0.01873216526544431,0.06704209213527894,-0.3733894729763239,0.2509000249909852,-0.4963497167897569
ECOL,2022q1,1,0,-0.005979546505375468,-0.03743879160096274,-0.8713936175950413,0.011623309962813546,0.2790511727078891
ECOM,2022q1,0,0,0.0036463589987949926,0.04312362578906306,-0.9613092565137191,0.0,-0.40514075887392903
EDR,2022q1,0,1,0.015692412828225682,0.2168231934171234,-2.0116504144657124,0.012549884954179306,-0.25802959220498023
EEX,2022q1,0,0,0.06731190515497364,0.1634517766497462,,0.00915701589011581,-0.24489795918367338
EFX,2022q1,0,1,0.007662475387749515,0.16270539906103287,-2.017082163921457,0.11781384692363739,-0.23179331338423492
EGAN,2022q1,0,0,-0.0016863336432843088,-0.025727911646586346,-1.8690995090772258,0.009173445109643283,-0.1506968641114983
EGHT,2022q1,1,0,-0.03059629246976925,-0.2513177337185453,-2.100373683476029,0.017011473544055158,-0.8144812680115273
EGIO,2022q1,0,0,-0.027184944635764523,-0.33078555530633724,-1.6518320623307803,0.005697394919768726,-0.2666666666666666
EGLE,2022q1,0,0,0.057156146950187586,0.2878176552891029,-0.2914976086233566,0.057682564831707216,0.22856849862078862
EHC,2022q1,0,1,0.012374397271457768,0.06561187762447511,-1.0605744414369265,0.011693548387096775,-0.2731162451854926
ENFN,2022q1,1,0,-0.005051979409622946,-0.21279400134735363,-2.6993473180823226,0.0,
ENG,2022q1,0,0,-0.07903951271485388,-0.4914471897909313,-0.622551750410843,0.038145888450947574,-0.6858085808580858
ENSG,2022q1,1,0,0.010152612022222526,0.0705590479994954,-1.5315307857945282,0.020241026697134134,-0.15000475259507498
ENV,2022q1,1,0,-0.003396165423980871,-0.04312568652894079,-1.4542656066762187,0.0047454961200489145,-0.3043764829949907
